nom,ref,marque,modele,categorie,co2,nb_km,carburant,boite_vitesse,couleur,nb_portes,nb_places,mise_circulation,conso_mixte,p_fiscale,p_din,critair,prix
Citroen grand c4 picasso 2,Réf. pro : 57 | réf. annonce : w101727459,Citroen,Grand c4 picasso 2,Monospace,B,72687,Diesel,Manuelle,Gris clair metal,5,7,2016,3,7,150,2,16780
Citroen c3 (3e generation),Réf. pro : 38 | réf. annonce : w101725742,Citroen,C3 (3e generation),Citadine,A,30919,Diesel,Manuelle,Blanc metal,5,5,2019,3.7,5,99,2,15380
Citroen c3 (3e generation),Réf. pro : 37 | réf. annonce : w101725663,Citroen,C3 (3e generation),Citadine,A,43419,Diesel,Manuelle,Beige metal,5,5,2019,3.7,5,99,2,16080
Citroen c3 (3e generation),Réf. pro : 1770 | réf. annonce : e105717719,Citroen,C3 (3e generation),Citadine,A,14048,Essence,Manuelle,Blanc,5,5,2020,4.3,4,82,1,15580
Citroen grand c4 picasso 2,Réf. pro : 116636 | réf. annonce : e106276065,Citroen,Grand c4 picasso 2,Monospace,B,103119,Diesel,Manuelle,Rouge,5,7,2015,4,6,114,2,13300
Citroen c4 picasso 2,Réf. pro : 1799 | réf. annonce : e105902768,Citroen,C4 picasso 2,Monospace,B,128176,Diesel,Manuelle,Gris clair,5,5,2014,4,6,116,2,10980
Citroen c3 (3e generation),Réf. pro : 44 | réf. annonce : w101726044,Citroen,C3 (3e generation),Citadine,B,31730,Essence,Manuelle,Noir metal,5,5,2018,4,4,82,1,14730
Citroen berlingo 3 multispace,Réf. pro : 35 | réf. annonce : w101725632,Citroen,Berlingo 3 multispace,Monospace,B,19950,Diesel,Manuelle,Blanc metal,5,5,2020,4.3,5,99,2,19420
Citroen c3 (3e generation),Réf. pro : 40 | réf. annonce : w101725822,Citroen,C3 (3e generation),Citadine,A,21902,Diesel,Manuelle,Blanc metal,5,5,2019,3,4,75,2,13560
Citroen c3 (3e generation),Réf. pro : 42 | réf. annonce : w101725918,Citroen,C3 (3e generation),Citadine,A,5983,Diesel,Manuelle,Blanc metal,5,5,2020,3,5,102,2,17110
Citroen c4 aircross,Réf. pro : 70 | réf. annonce : w101728370,Citroen,C4 aircross,Suv 4x4,B,141008,Diesel,Manuelle,Gris foncé metal,5,5,2016,4,6,114,2,13330
Citroen berlingo 2 multispace,Réf. pro : 116813 | réf. annonce : e106491107,Citroen,Berlingo 2 multispace,Monospace,D,267697,Diesel,Manuelle,Bleu,5,5,2009,5.7,6,90,3,5630
Citroen c4 picasso 2,Réf. pro : 117731 | réf. annonce : e106324633,Citroen,C4 picasso 2,Monospace,B,101654,Diesel,Auto,Noir,5,5,2017,4.3,8,150,2,15880
Citroen grand c4 picasso 2,Réf. pro : 57 | réf. annonce : w101727459,Citroen,Grand c4 picasso 2,Monospace,B,72687,Diesel,Manuelle,Gris clair metal,5,7,2016,3,7,150,2,16780
Citroen c3 (3e generation),Réf. pro : 38 | réf. annonce : w101725742,Citroen,C3 (3e generation),Citadine,A,30919,Diesel,Manuelle,Blanc metal,5,5,2019,3.7,5,99,2,15380
Citroen c3 (3e generation),Réf. pro : 37 | réf. annonce : w101725663,Citroen,C3 (3e generation),Citadine,A,43419,Diesel,Manuelle,Beige metal,5,5,2019,3.7,5,99,2,16080
Citroen c3 (3e generation),Réf. pro : 1770 | réf. annonce : e105717719,Citroen,C3 (3e generation),Citadine,A,14048,Essence,Manuelle,Blanc,5,5,2020,4.3,4,82,1,15580
Citroen grand c4 picasso 2,Réf. pro : 116636 | réf. annonce : e106276065,Citroen,Grand c4 picasso 2,Monospace,B,103119,Diesel,Manuelle,Rouge,5,7,2015,4,6,114,2,13300
Citroen c4 picasso 2,Réf. pro : 1799 | réf. annonce : e105902768,Citroen,C4 picasso 2,Monospace,B,128176,Diesel,Manuelle,Gris clair,5,5,2014,4,6,116,2,10980
Citroen c3 (3e generation),Réf. pro : 44 | réf. annonce : w101726044,Citroen,C3 (3e generation),Citadine,B,31730,Essence,Manuelle,Noir metal,5,5,2018,4,4,82,1,14730
Citroen berlingo 3 multispace,Réf. pro : 35 | réf. annonce : w101725632,Citroen,Berlingo 3 multispace,Monospace,B,19950,Diesel,Manuelle,Blanc metal,5,5,2020,4.3,5,99,2,19420
Citroen c3 (3e generation),Réf. pro : 40 | réf. annonce : w101725822,Citroen,C3 (3e generation),Citadine,A,21902,Diesel,Manuelle,Blanc metal,5,5,2019,3,4,75,2,13560
Citroen c3 (3e generation),Réf. pro : 42 | réf. annonce : w101725918,Citroen,C3 (3e generation),Citadine,A,5983,Diesel,Manuelle,Blanc metal,5,5,2020,3,5,102,2,17110
Citroen c4 aircross,Réf. pro : 70 | réf. annonce : w101728370,Citroen,C4 aircross,Suv 4x4,B,141008,Diesel,Manuelle,Gris foncé metal,5,5,2016,4,6,114,2,13330
Citroen berlingo 2 multispace,Réf. pro : 116813 | réf. annonce : e106491107,Citroen,Berlingo 2 multispace,Monospace,D,267697,Diesel,Manuelle,Bleu,5,5,2009,5.7,6,90,3,5630
Citroen c4 picasso 2,Réf. pro : 117731 | réf. annonce : e106324633,Citroen,C4 picasso 2,Monospace,B,101654,Diesel,Auto,Noir,5,5,2017,4.3,8,150,2,15880
Citroen grand c4 picasso 2,Réf. pro : 57 | réf. annonce : w101727459,Citroen,Grand c4 picasso 2,Monospace,B,72687,Diesel,Manuelle,Gris clair metal,5,7,2016,3,7,150,2,16780
Citroen c3 (3e generation),Réf. pro : 38 | réf. annonce : w101725742,Citroen,C3 (3e generation),Citadine,A,30919,Diesel,Manuelle,Blanc metal,5,5,2019,3.7,5,99,2,15380
Citroen c3 (3e generation),Réf. pro : 37 | réf. annonce : w101725663,Citroen,C3 (3e generation),Citadine,A,43419,Diesel,Manuelle,Beige metal,5,5,2019,3.7,5,99,2,16080
Citroen c3 (3e generation),Réf. pro : 1770 | réf. annonce : e105717719,Citroen,C3 (3e generation),Citadine,A,14048,Essence,Manuelle,Blanc,5,5,2020,4.3,4,82,1,15580
Citroen grand c4 picasso 2,Réf. pro : 116636 | réf. annonce : e106276065,Citroen,Grand c4 picasso 2,Monospace,B,103119,Diesel,Manuelle,Rouge,5,7,2015,4,6,114,2,13300
Citroen c4 picasso 2,Réf. pro : 1799 | réf. annonce : e105902768,Citroen,C4 picasso 2,Monospace,B,128176,Diesel,Manuelle,Gris clair,5,5,2014,4,6,116,2,10980
Citroen c3 (3e generation),Réf. pro : 44 | réf. annonce : w101726044,Citroen,C3 (3e generation),Citadine,B,31730,Essence,Manuelle,Noir metal,5,5,2018,4,4,82,1,14730
Citroen berlingo 3 multispace,Réf. pro : 35 | réf. annonce : w101725632,Citroen,Berlingo 3 multispace,Monospace,B,19950,Diesel,Manuelle,Blanc metal,5,5,2020,4.3,5,99,2,19420
Citroen c3 (3e generation),Réf. pro : 40 | réf. annonce : w101725822,Citroen,C3 (3e generation),Citadine,A,21902,Diesel,Manuelle,Blanc metal,5,5,2019,3,4,75,2,13560
Citroen c3 (3e generation),Réf. pro : 42 | réf. annonce : w101725918,Citroen,C3 (3e generation),Citadine,A,5983,Diesel,Manuelle,Blanc metal,5,5,2020,3,5,102,2,17110
Citroen c4 aircross,Réf. pro : 70 | réf. annonce : w101728370,Citroen,C4 aircross,Suv 4x4,B,141008,Diesel,Manuelle,Gris foncé metal,5,5,2016,4,6,114,2,13330
Citroen berlingo 2 multispace,Réf. pro : 116813 | réf. annonce : e106491107,Citroen,Berlingo 2 multispace,Monospace,D,267697,Diesel,Manuelle,Bleu,5,5,2009,5.7,6,90,3,5630
Citroen c4 picasso 2,Réf. pro : 117731 | réf. annonce : e106324633,Citroen,C4 picasso 2,Monospace,B,101654,Diesel,Auto,Noir,5,5,2017,4.3,8,150,2,15880
Citroen grand c4 picasso 2,Réf. pro : 57 | réf. annonce : w101727459,Citroen,Grand c4 picasso 2,Monospace,B,72687,Diesel,Manuelle,Gris clair metal,5,7,2016,3,7,150,2,16780
Citroen c3 (3e generation),Réf. pro : 38 | réf. annonce : w101725742,Citroen,C3 (3e generation),Citadine,A,30919,Diesel,Manuelle,Blanc metal,5,5,2019,3.7,5,99,2,15380
Citroen c3 (3e generation),Réf. pro : 37 | réf. annonce : w101725663,Citroen,C3 (3e generation),Citadine,A,43419,Diesel,Manuelle,Beige metal,5,5,2019,3.7,5,99,2,16080
Citroen c3 (3e generation),Réf. pro : 1770 | réf. annonce : e105717719,Citroen,C3 (3e generation),Citadine,A,14048,Essence,Manuelle,Blanc,5,5,2020,4.3,4,82,1,15580
Citroen grand c4 picasso 2,Réf. pro : 116636 | réf. annonce : e106276065,Citroen,Grand c4 picasso 2,Monospace,B,103119,Diesel,Manuelle,Rouge,5,7,2015,4,6,114,2,13300
Citroen c4 picasso 2,Réf. pro : 1799 | réf. annonce : e105902768,Citroen,C4 picasso 2,Monospace,B,128176,Diesel,Manuelle,Gris clair,5,5,2014,4,6,116,2,10980
Citroen c3 (3e generation),Réf. pro : 44 | réf. annonce : w101726044,Citroen,C3 (3e generation),Citadine,B,31730,Essence,Manuelle,Noir metal,5,5,2018,4,4,82,1,14730
Citroen berlingo 3 multispace,Réf. pro : 35 | réf. annonce : w101725632,Citroen,Berlingo 3 multispace,Monospace,B,19950,Diesel,Manuelle,Blanc metal,5,5,2020,4.3,5,99,2,19420
Citroen c3 (3e generation),Réf. pro : 40 | réf. annonce : w101725822,Citroen,C3 (3e generation),Citadine,A,21902,Diesel,Manuelle,Blanc metal,5,5,2019,3,4,75,2,13560
Citroen c3 (3e generation),Réf. pro : 42 | réf. annonce : w101725918,Citroen,C3 (3e generation),Citadine,A,5983,Diesel,Manuelle,Blanc metal,5,5,2020,3,5,102,2,17110
Citroen c4 aircross,Réf. pro : 70 | réf. annonce : w101728370,Citroen,C4 aircross,Suv 4x4,B,141008,Diesel,Manuelle,Gris foncé metal,5,5,2016,4,6,114,2,13330
Citroen berlingo 2 multispace,Réf. pro : 116813 | réf. annonce : e106491107,Citroen,Berlingo 2 multispace,Monospace,D,267697,Diesel,Manuelle,Bleu,5,5,2009,5.7,6,90,3,5630
Citroen c4 picasso 2,Réf. pro : 117731 | réf. annonce : e106324633,Citroen,C4 picasso 2,Monospace,B,101654,Diesel,Auto,Noir,5,5,2017,4.3,8,150,2,15880
Citroen grand c4 picasso 2,Réf. pro : 57 | réf. annonce : w101727459,Citroen,Grand c4 picasso 2,Monospace,B,72687,Diesel,Manuelle,Gris clair metal,5,7,2016,3,7,150,2,16780
Citroen c3 (3e generation),Réf. pro : 38 | réf. annonce : w101725742,Citroen,C3 (3e generation),Citadine,A,30919,Diesel,Manuelle,Blanc metal,5,5,2019,3.7,5,99,2,15380
Citroen c3 (3e generation),Réf. pro : 37 | réf. annonce : w101725663,Citroen,C3 (3e generation),Citadine,A,43419,Diesel,Manuelle,Beige metal,5,5,2019,3.7,5,99,2,16080
Citroen c3 (3e generation),Réf. pro : 1770 | réf. annonce : e105717719,Citroen,C3 (3e generation),Citadine,A,14048,Essence,Manuelle,Blanc,5,5,2020,4.3,4,82,1,15580
Citroen grand c4 picasso 2,Réf. pro : 116636 | réf. annonce : e106276065,Citroen,Grand c4 picasso 2,Monospace,B,103119,Diesel,Manuelle,Rouge,5,7,2015,4,6,114,2,13300
Citroen c4 picasso 2,Réf. pro : 1799 | réf. annonce : e105902768,Citroen,C4 picasso 2,Monospace,B,128176,Diesel,Manuelle,Gris clair,5,5,2014,4,6,116,2,10980
Citroen c3 (3e generation),Réf. pro : 44 | réf. annonce : w101726044,Citroen,C3 (3e generation),Citadine,B,31730,Essence,Manuelle,Noir metal,5,5,2018,4,4,82,1,14730
Citroen berlingo 3 multispace,Réf. pro : 35 | réf. annonce : w101725632,Citroen,Berlingo 3 multispace,Monospace,B,19950,Diesel,Manuelle,Blanc metal,5,5,2020,4.3,5,99,2,19420
Citroen c3 (3e generation),Réf. pro : 40 | réf. annonce : w101725822,Citroen,C3 (3e generation),Citadine,A,21902,Diesel,Manuelle,Blanc metal,5,5,2019,3,4,75,2,13560
Citroen c3 (3e generation),Réf. pro : 42 | réf. annonce : w101725918,Citroen,C3 (3e generation),Citadine,A,5983,Diesel,Manuelle,Blanc metal,5,5,2020,3,5,102,2,17110
Citroen c4 aircross,Réf. pro : 70 | réf. annonce : w101728370,Citroen,C4 aircross,Suv 4x4,B,141008,Diesel,Manuelle,Gris foncé metal,5,5,2016,4,6,114,2,13330
Citroen berlingo 2 multispace,Réf. pro : 116813 | réf. annonce : e106491107,Citroen,Berlingo 2 multispace,Monospace,D,267697,Diesel,Manuelle,Bleu,5,5,2009,5.7,6,90,3,5630
Citroen c4 picasso 2,Réf. pro : 117731 | réf. annonce : e106324633,Citroen,C4 picasso 2,Monospace,B,101654,Diesel,Auto,Noir,5,5,2017,4.3,8,150,2,15880
Citroen grand c4 picasso 2,Réf. pro : 57 | réf. annonce : w101727459,Citroen,Grand c4 picasso 2,Monospace,B,72687,Diesel,Manuelle,Gris clair metal,5,7,2016,3,7,150,2,16780
Citroen c3 (3e generation),Réf. pro : 38 | réf. annonce : w101725742,Citroen,C3 (3e generation),Citadine,A,30919,Diesel,Manuelle,Blanc metal,5,5,2019,3.7,5,99,2,15380
Citroen c3 (3e generation),Réf. pro : 37 | réf. annonce : w101725663,Citroen,C3 (3e generation),Citadine,A,43419,Diesel,Manuelle,Beige metal,5,5,2019,3.7,5,99,2,16080
Citroen c3 (3e generation),Réf. pro : 1770 | réf. annonce : e105717719,Citroen,C3 (3e generation),Citadine,A,14048,Essence,Manuelle,Blanc,5,5,2020,4.3,4,82,1,15580
Citroen grand c4 picasso 2,Réf. pro : 116636 | réf. annonce : e106276065,Citroen,Grand c4 picasso 2,Monospace,B,103119,Diesel,Manuelle,Rouge,5,7,2015,4,6,114,2,13300
Citroen c4 picasso 2,Réf. pro : 1799 | réf. annonce : e105902768,Citroen,C4 picasso 2,Monospace,B,128176,Diesel,Manuelle,Gris clair,5,5,2014,4,6,116,2,10980
Citroen c3 (3e generation),Réf. pro : 44 | réf. annonce : w101726044,Citroen,C3 (3e generation),Citadine,B,31730,Essence,Manuelle,Noir metal,5,5,2018,4,4,82,1,14730
Citroen berlingo 3 multispace,Réf. pro : 35 | réf. annonce : w101725632,Citroen,Berlingo 3 multispace,Monospace,B,19950,Diesel,Manuelle,Blanc metal,5,5,2020,4.3,5,99,2,19420
Citroen c3 (3e generation),Réf. pro : 40 | réf. annonce : w101725822,Citroen,C3 (3e generation),Citadine,A,21902,Diesel,Manuelle,Blanc metal,5,5,2019,3,4,75,2,13560
Citroen c3 (3e generation),Réf. pro : 42 | réf. annonce : w101725918,Citroen,C3 (3e generation),Citadine,A,5983,Diesel,Manuelle,Blanc metal,5,5,2020,3,5,102,2,17110
Citroen c4 aircross,Réf. pro : 70 | réf. annonce : w101728370,Citroen,C4 aircross,Suv 4x4,B,141008,Diesel,Manuelle,Gris foncé metal,5,5,2016,4,6,114,2,13330
Citroen berlingo 2 multispace,Réf. pro : 116813 | réf. annonce : e106491107,Citroen,Berlingo 2 multispace,Monospace,D,267697,Diesel,Manuelle,Bleu,5,5,2009,5.7,6,90,3,5630
Citroen c4 picasso 2,Réf. pro : 117731 | réf. annonce : e106324633,Citroen,C4 picasso 2,Monospace,B,101654,Diesel,Auto,Noir,5,5,2017,4.3,8,150,2,15880
Citroen grand c4 picasso 2,Réf. pro : 57 | réf. annonce : w101727459,Citroen,Grand c4 picasso 2,Monospace,B,72687,Diesel,Manuelle,Gris clair metal,5,7,2016,3,7,150,2,16780
Citroen c3 (3e generation),Réf. pro : 38 | réf. annonce : w101725742,Citroen,C3 (3e generation),Citadine,A,30919,Diesel,Manuelle,Blanc metal,5,5,2019,3.7,5,99,2,15380
Citroen c3 (3e generation),Réf. pro : 37 | réf. annonce : w101725663,Citroen,C3 (3e generation),Citadine,A,43419,Diesel,Manuelle,Beige metal,5,5,2019,3.7,5,99,2,16080
Citroen c3 (3e generation),Réf. pro : 1770 | réf. annonce : e105717719,Citroen,C3 (3e generation),Citadine,A,14172,Essence,Manuelle,Blanc,5,5,2020,4.3,4,82,1,15720
Citroen grand c4 picasso 2,Réf. pro : 116636 | réf. annonce : e106276065,Citroen,Grand c4 picasso 2,Monospace,B,103119,Diesel,Manuelle,Rouge,5,7,2015,4,6,114,2,13300
Citroen c4 picasso 2,Réf. pro : 1799 | réf. annonce : e105902768,Citroen,C4 picasso 2,Monospace,B,128176,Diesel,Manuelle,Gris clair,5,5,2014,4,6,116,2,10980
Citroen c3 (3e generation),Réf. pro : 44 | réf. annonce : w101726044,Citroen,C3 (3e generation),Citadine,B,31730,Essence,Manuelle,Noir metal,5,5,2018,4,4,82,1,14730
Citroen berlingo 3 multispace,Réf. pro : 35 | réf. annonce : w101725632,Citroen,Berlingo 3 multispace,Monospace,B,19950,Diesel,Manuelle,Blanc metal,5,5,2020,4.3,5,99,2,19420
Citroen c3 (3e generation),Réf. pro : 40 | réf. annonce : w101725822,Citroen,C3 (3e generation),Citadine,A,21902,Diesel,Manuelle,Blanc metal,5,5,2019,3,4,75,2,13560
Citroen c3 (3e generation),Réf. pro : 42 | réf. annonce : w101725918,Citroen,C3 (3e generation),Citadine,A,5983,Diesel,Manuelle,Blanc metal,5,5,2020,3,5,102,2,17110
Citroen c4 aircross,Réf. pro : 70 | réf. annonce : w101728370,Citroen,C4 aircross,Suv 4x4,B,141008,Diesel,Manuelle,Gris foncé metal,5,5,2016,4,6,114,2,13330
Citroen berlingo 2 multispace,Réf. pro : 116813 | réf. annonce : e106491107,Citroen,Berlingo 2 multispace,Monospace,D,267697,Diesel,Manuelle,Bleu,5,5,2009,5.7,6,90,3,5630
Citroen c4 picasso 2,Réf. pro : 117731 | réf. annonce : e106324633,Citroen,C4 picasso 2,Monospace,B,101654,Diesel,Auto,Noir,5,5,2017,4.3,8,150,2,15880
Citroen grand c4 picasso 2,Réf. pro : 57 | réf. annonce : w101727459,Citroen,Grand c4 picasso 2,Monospace,B,72687,Diesel,Manuelle,Gris clair metal,5,7,2016,3,7,150,2,16780
Citroen c3 (3e generation),Réf. pro : 38 | réf. annonce : w101725742,Citroen,C3 (3e generation),Citadine,A,30919,Diesel,Manuelle,Blanc metal,5,5,2019,3.7,5,99,2,15380
Citroen c3 (3e generation),Réf. pro : 37 | réf. annonce : w101725663,Citroen,C3 (3e generation),Citadine,A,43419,Diesel,Manuelle,Beige metal,5,5,2019,3.7,5,99,2,16080
Citroen c3 (3e generation),Réf. pro : 1770 | réf. annonce : e105717719,Citroen,C3 (3e generation),Citadine,A,14172,Essence,Manuelle,Blanc,5,5,2020,4.3,4,82,1,15720
Citroen grand c4 picasso 2,Réf. pro : 116636 | réf. annonce : e106276065,Citroen,Grand c4 picasso 2,Monospace,B,104048,Diesel,Manuelle,Rouge,5,7,2015,4,6,114,2,13420
Citroen c4 picasso 2,Réf. pro : 1799 | réf. annonce : e105902768,Citroen,C4 picasso 2,Monospace,B,129342,Diesel,Manuelle,Gris clair,5,5,2014,4,6,116,2,11080
Citroen c3 (3e generation),Réf. pro : 44 | réf. annonce : w101726044,Citroen,C3 (3e generation),Citadine,B,31999,Essence,Manuelle,Noir metal,5,5,2018,4,4,82,1,14730
Citroen berlingo 3 multispace,Réf. pro : 35 | réf. annonce : w101725632,Citroen,Berlingo 3 multispace,Monospace,B,20140,Diesel,Manuelle,Blanc metal,5,5,2020,4.3,5,99,2,19610
Citroen c3 (3e generation),Réf. pro : 40 | réf. annonce : w101725822,Citroen,C3 (3e generation),Citadine,A,22108,Diesel,Manuelle,Blanc metal,5,5,2019,3,4,75,2,13560
Citroen c3 (3e generation),Réf. pro : 42 | réf. annonce : w101725918,Citroen,C3 (3e generation),Citadine,A,6033,Diesel,Manuelle,Blanc metal,5,5,2020,3,5,102,2,17250
Citroen c4 aircross,Réf. pro : 70 | réf. annonce : w101728370,Citroen,C4 aircross,Suv 4x4,B,141008,Diesel,Manuelle,Gris foncé metal,5,5,2016,4,6,114,2,13450
Citroen berlingo 2 multispace,Réf. pro : 116813 | réf. annonce : e106491107,Citroen,Berlingo 2 multispace,Monospace,D,270066,Diesel,Manuelle,Bleu,5,5,2009,5.7,6,90,3,5680
Citroen c4 picasso 2,Réf. pro : 117731 | réf. annonce : e106324633,Citroen,C4 picasso 2,Monospace,B,102613,Diesel,Auto,Noir,5,5,2017,4.3,8,150,2,16030
Citroen grand c4 picasso 2,Réf. pro : 57 | réf. annonce : w101727459,Citroen,Grand c4 picasso 2,Monospace,B,73380,Diesel,Manuelle,Gris clair metal,5,7,2016,3,7,150,2,16940
Citroen c3 (3e generation),Réf. pro : 38 | réf. annonce : w101725742,Citroen,C3 (3e generation),Citadine,A,31200,Diesel,Manuelle,Blanc metal,5,5,2019,3.7,5,99,2,15520
Citroen c3 (3e generation),Réf. pro : 37 | réf. annonce : w101725663,Citroen,C3 (3e generation),Citadine,A,43797,Diesel,Manuelle,Beige metal,5,5,2019,3.7,5,99,2,16080
Citroen c3 (3e generation),Réf. pro : 1770 | réf. annonce : e105717719,Citroen,C3 (3e generation),Citadine,A,14172,Essence,Manuelle,Blanc,5,5,2020,4.3,4,82,1,15720
Citroen grand c4 picasso 2,Réf. pro : 116636 | réf. annonce : e106276065,Citroen,Grand c4 picasso 2,Monospace,B,104048,Diesel,Manuelle,Rouge,5,7,2015,4,6,114,2,13420
Citroen c4 picasso 2,Réf. pro : 1799 | réf. annonce : e105902768,Citroen,C4 picasso 2,Monospace,B,129342,Diesel,Manuelle,Gris clair,5,5,2014,4,6,116,2,11080
Citroen c3 (3e generation),Réf. pro : 44 | réf. annonce : w101726044,Citroen,C3 (3e generation),Citadine,B,31999,Essence,Manuelle,Noir metal,5,5,2018,4,4,82,1,14730
Citroen berlingo 3 multispace,Réf. pro : 35 | réf. annonce : w101725632,Citroen,Berlingo 3 multispace,Monospace,B,20140,Diesel,Manuelle,Blanc metal,5,5,2020,4.3,5,99,2,19610
Citroen c3 (3e generation),Réf. pro : 40 | réf. annonce : w101725822,Citroen,C3 (3e generation),Citadine,A,22108,Diesel,Manuelle,Blanc metal,5,5,2019,3,4,75,2,13560
Citroen c3 (3e generation),Réf. pro : 42 | réf. annonce : w101725918,Citroen,C3 (3e generation),Citadine,A,6033,Diesel,Manuelle,Blanc metal,5,5,2020,3,5,102,2,17250
Citroen c4 aircross,Réf. pro : 70 | réf. annonce : w101728370,Citroen,C4 aircross,Suv 4x4,B,141008,Diesel,Manuelle,Gris foncé metal,5,5,2016,4,6,114,2,13450
Citroen berlingo 2 multispace,Réf. pro : 116813 | réf. annonce : e106491107,Citroen,Berlingo 2 multispace,Monospace,D,270066,Diesel,Manuelle,Bleu,5,5,2009,5.7,6,90,3,5680
Citroen c4 picasso 2,Réf. pro : 117731 | réf. annonce : e106324633,Citroen,C4 picasso 2,Monospace,B,102613,Diesel,Auto,Noir,5,5,2017,4.3,8,150,2,16030
Citroen grand c4 picasso 2,Réf. pro : 57 | réf. annonce : w101727459,Citroen,Grand c4 picasso 2,Monospace,B,73380,Diesel,Manuelle,Gris clair metal,5,7,2016,3,7,150,2,16940
Citroen c3 (3e generation),Réf. pro : 38 | réf. annonce : w101725742,Citroen,C3 (3e generation),Citadine,A,31200,Diesel,Manuelle,Blanc metal,5,5,2019,3.7,5,99,2,15520
Citroen c3 (3e generation),Réf. pro : 37 | réf. annonce : w101725663,Citroen,C3 (3e generation),Citadine,A,43797,Diesel,Manuelle,Beige metal,5,5,2019,3.7,5,99,2,16080
Citroen c3 (3e generation),Réf. pro : 1770 | réf. annonce : e105717719,Citroen,C3 (3e generation),Citadine,A,14172,Essence,Manuelle,Blanc,5,5,2020,4.3,4,82,1,15720
Citroen grand c4 picasso 2,Réf. pro : 116636 | réf. annonce : e106276065,Citroen,Grand c4 picasso 2,Monospace,B,104048,Diesel,Manuelle,Rouge,5,7,2015,4,6,114,2,13420
Citroen c4 picasso 2,Réf. pro : 1799 | réf. annonce : e105902768,Citroen,C4 picasso 2,Monospace,B,129342,Diesel,Manuelle,Gris clair,5,5,2014,4,6,116,2,11080
Citroen c3 (3e generation),Réf. pro : 44 | réf. annonce : w101726044,Citroen,C3 (3e generation),Citadine,B,31999,Essence,Manuelle,Noir metal,5,5,2018,4,4,82,1,14860
Citroen berlingo 3 multispace,Réf. pro : 35 | réf. annonce : w101725632,Citroen,Berlingo 3 multispace,Monospace,B,20140,Diesel,Manuelle,Blanc metal,5,5,2020,4.3,5,99,2,19610
Citroen c3 (3e generation),Réf. pro : 40 | réf. annonce : w101725822,Citroen,C3 (3e generation),Citadine,A,22108,Diesel,Manuelle,Blanc metal,5,5,2019,3,4,75,2,13690
Citroen c3 (3e generation),Réf. pro : 42 | réf. annonce : w101725918,Citroen,C3 (3e generation),Citadine,A,6033,Diesel,Manuelle,Blanc metal,5,5,2020,3,5,102,2,17250
Citroen c4 aircross,Réf. pro : 70 | réf. annonce : w101728370,Citroen,C4 aircross,Suv 4x4,B,142256,Diesel,Manuelle,Gris foncé metal,5,5,2016,4,6,114,2,13450
